0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12.2687001,12.8153595,5.7075722,5.550835,5.5955412,10.6332766,6.411372,6.3151733,31.4583548,36.571109,5.59336,11.227864,27.2965554,28.2548659,14.4075964,24.5596144,8.654402,23.623552,22.5913883,22.8923012
27.1175185,27.5139065,10.4730687,10.382564,10.4954462,25.4651305,12.1274261,12.3140164,36.5743845,63.6860629,10.4428167,30.8933929,38.6957018,52.2873075,24.0082608,117.6698256,23.5703637,48.5565932,34.4072,34.141917
43.2504882,43.196222,13.0559668,18.615871,33.4935022,33.6325881,19.0440104,19.1471356,64.5392272,103.9671398,31.1083525,103.054238,52.0122189,85.5673701,38.9892587,,37.5690727,67.2371279,83.5211878,44.2413131
56.7152829,71.2959355,18.6725152,23.2668347,40.8760431,41.3315784,27.6110614,27.5623445,103.4198907,,61.8390993,,57.6454491,,42.2049273,,48.5845369,,,53.0071844
71.0646839,85.492711,23.3062785,28.1981802,46.9418708,51.34671,33.6429969,33.7286156,139.5003916,,,,62.2774205,,48.3382927,,62.0836148,,,82.7551246
85.3966557,99.2753805,27.8552188,32.9980511,50.4916713,57.9633027,56.2902694,45.7447093,,,,,72.4276483,,61.0539095,,67.433356,,,
99.329022,,32.6375714,44.2632689,56.0580614,,64.3232858,55.4938873,,,,,78.7924733,,117.616038,,,,,
,,44.1369234,49.8629682,63.6241598,,80.6393451,70.4442563,,,,,85.8102591,,,,,,,
,,47.2366659,54.9126667,,,105.9868836,111.5562134,,,,,,,,,,,,
,,48.6196052,59.1789776,,,111.5030377,114.6557497,,,,,,,,,,,,
,,54.9033596,74.5624883,,,123.8353022,123.7889429,,,,,,,,,,,,
,,59.0861701,76.544254,,,132.434821,132.2550609,,,,,,,,,,,,
,,64.3685498,83.8273577,,,,140.7210085,,,,,,,,,,,,
,,76.584618,,,,,143.3719478,,,,,,,,,,,,
,,83.8504792,,,,,,,,,,,,,,,,,
