x1,x2,x3,x4,x5
-0.8519354,0.18819053,1,0.016800858,2312.104352
5.4812818,3.784348,0.999812973,0.017296339,3136.728322
7.566926,5.5694065,0.996649281,0.017717243,4407.481996
3.1380718,3.6949399,0.991506245,0.016105889,3674.862946
2.9761238,3.764291,0.985950534,0.017166664,3994.218255
2.0145106,3.5878756,0.981804591,0.021291533,3823.832771
1.7973009,3.701449,0.980774097,0.021388659,4059.280965
1.2373791,2.7090116,0.98408088,0.014802473,3700.22739
1.3680973,1.9358186,0.992166275,0.011131687,3313.298545
0.41467553,1.7969239,1.004520137,0.013779624,3279.169999
0.45382595,2.6327634,1.019671782,0.019859284,3842.386367
0.023369955,1.7692057,1.035353883,0.016577501,3311.22537
1.3121399,2.5149446,1.048822423,0.015145553,3517.251836
1.7399317,3.1063235,1.057289493,0.017409321,3568.365682
1.8877286,3.170302,1.058405057,0.01425527,3728.836237
1.7821916,3.6911142,1.050712166,0.019864209,3773.837555
2.2208633,3.70285,1.033999614,0.019562139,3870.170992
4.040411,5.051106,1.009487192,0.017625375,4081.835272
5.3423667,3.8786979,0.979800401,0.012960974,3922.143063
7.175173,5.02268,0.948720912,0.014189284,4105.31736
3.7489676,3.428747,0.920732276,0.013964786,3675.726894
3.9358666,4.346925,0.900412696,0.017856181,3964.491303
3.7394564,5.1385837,0.891753216,0.021501708,4219.857253
2.6509993,5.796213,0.897496506,0.026561981,4342.941092
2.717356,4.5052824,0.918595346,0.01996022,4136.757772
4.5030117,5.718856,0.953879965,0.022412002,4415.144657
2.1609564,4.6463356,1,0.018991584,4130.209535
6.728325,6.9703736,1.05167274,0.025880282,4544.769105
5.20939,6.816263,1.102228611,0.028159767,4813.729915
1.9633943,6.9334764,1.144402868,0.036976946,4963.376791
0.18386625,3.5846372,1.171284854,0.03758863,4492.382449
0.3034514,4.2833047,1.177308397,0.037490995,4561.966074
0.6903437,5.2324433,1.159153185,0.040654134,5073.492781
0.13940875,2.0774496,1.116429858,0.026255305,4213.125248
0.6695253,3.815341,1.052041647,0.033464703,4741.397179
0.47167993,3.4738157,0.972150738,0.035064772,4970.197782
0.5265536,4.591319,0.885724404,0.035944278,4731.582393
0.14815299,2.657384,0.803688608,0.02808975,4060.593854
0.34962916,3.6774814,0.737768754,0.035153161,4557.776993
-0.053295907,2.553083,0.69914174,0.03714309,4091.298037
0.3103981,3.57917,0.697054425,0.03347781,4530.715648
0.37669978,4.068765,0.737576423,0.036638746,5141.702189
0.11408758,1.6287186,0.822647474,0.028486065,4325.086774
0.038988978,0.84098446,0.949551566,0.017888427,3435.740271
0.013811821,0.6547501,1.110904183,0.019348552,3480.862097
0.012215814,0.6122304,1.29518069,0.016734844,3073.478268
0.012223164,1.4310964,1.487749609,0.02465253,3545.933569
0.028472204,1.550768,1.672312281,0.030502365,3558.271769
-0.015604839,0.85313964,1.832597805,0.02525228,3121.11262
0.027524062,0.5131444,1.954126089,0.016688175,2247.904299
-0.02905637,0.19702305,2.025837178,0.018673222,2019.799029
0.036077205,0.27034488,2.041394216,0.016384075,1618.606497
-0.04161184,0.054505017,2,0.020373875,1711.143303
0.049998548,0.27503306,1.906619641,0.016203978,1510.823372
-0.059860714,-0.14200146,1.771568637,0.010086059,1267.318667
0.074971385,0.36838475,1.609498736,0.018052208,1500.784422
-0.09980118,-0.32767972,1.437884831,0.013762576,1360.203862
0.19086686,1.412849,1.275176046,0.015870409,2330.31117
-0.010851991,2.3812466,1.138815835,0.033947996,4792.249524
0.33369055,2.3378656,1.043354051,0.030335256,4208.055893
1.0011927,4.185315,0.998865912,0.034830005,5127.310332
