0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,22.1489091,31.9816835,36.8160583,64.2126995,77.5799204,102.9597206,116.4898432,133.2906053,10,36.4840025,64.8302525,76.0301156,104.2593524,137.308953,11,4.5411472,9.3238622,14.7080056,19.3404983,24.6400565,34.7702636,44.305761,62.3204402,81.9359899,94.8508967,12,4.985853,10.0199857,19.3690758,32.251912,43.1509015,60.5998531,66.6000575,81.5487607,86.3151897,13,27.9624122,38.6453213,52.4104746,57.6596853,62.5267249,66.6589289,71.5420326,77.6260794,85.740987,14,28.1615065,32.0588676,37.7217728,52.7078016,56.8936215,62.1097825,71.5249013,77.8237031,85.4731026,15,13.924251,24.5258802,56.2883895,91.6715953,104.0714837,110.6194362,117.6696963,16,14.1165109,24.7665249,31.9993725,42.5149612,45.4329118,54.3810336,71.1949279,80.9790147,86.2951849,93.7116935,103.645332,111.2099458,118.8261957,17,3.1828714,23.0627541,37.8315865,49.1809889,62.1798671,76.5936218,18,2.846831,10.744927,23.0452405,29.4455698,38.3946804,49.110123,61.5260132,76.1085397,19,11.0005482,23.6652693,31.6822888,83.9604963,20,12.6455907,20.5903735,34.1910743,43.2572187,52.3904191,63.0891093,71.0386884,83.0863611
12.7748487,13.0455528,10.5568248,5.3621604,5.742297,5.6877738,4.0650859,6.7037076,22.1489091,36.4840025,4.5411472,4.985853,27.9624122,28.1615065,13.924251,14.1165109,3.1828714,2.846831,11.0005482,12.6455907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.5569813,27.4943409,18.0522973,9.7786345,10.3079328,10.604899,6.5995162,12.6032876,31.9816835,64.8302525,9.3238622,10.0199857,38.6453213,32.0588676,24.5258802,24.7665249,23.0627541,10.744927,23.6652693,20.5903735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9902394,43.9595701,23.2378063,13.012532,15.2412145,22.5877047,12.4340962,19.6375539,36.8160583,76.0301156,14.7080056,19.3690758,52.4104746,37.7217728,56.2883895,31.9993725,37.8315865,23.0452405,31.6822888,34.1910743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.1216078,57.1088949,27.4200099,18.4778613,22.6737671,24.9197357,18.1332053,27.966926,64.2126995,104.2593524,19.3404983,32.251912,57.6596853,52.7078016,91.6715953,42.5149612,49.1809889,29.4455698,83.9604963,43.2572187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.6548375,71.6060781,32.0365863,23.4431135,30.5213223,33.1862161,21.7162667,33.9859527,77.5799204,137.308953,24.6400565,43.1509015,62.5267249,56.8936215,104.0714837,45.4329118,62.1798671,38.3946804,,52.3904191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.90288,86.0395191,36.7024899,27.3607115,33.1714521,38.4177021,27.9661847,48.8340133,102.9597206,,34.7702636,60.5998531,66.6589289,62.1097825,110.6194362,54.3810336,76.5936218,49.110123,,63.0891093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.68641,99.6881558,38.9364752,32.0582397,36.1382263,40.3511817,33.9166906,55.3679913,116.4898432,,44.305761,66.6000575,71.5420326,71.5249013,117.6696963,71.1949279,,61.5260132,,71.0386884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,43.8687568,38.9255652,40.5551558,46.4357117,41.7306245,63.4336074,133.2906053,,62.3204402,81.5487607,77.6260794,77.8237031,,80.9790147,,76.1085397,,83.0863611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,48.8517636,43.8265676,46.3556616,51.1347618,48.830032,72.183133,,,81.9359899,86.3151897,85.740987,85.4731026,,86.2951849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,53.7687616,48.2595051,50.4397186,56.0501075,55.1638572,79.4802108,,,94.8508967,,,,,93.7116935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,55.0343901,51.5268468,55.7551187,67.3330617,63.2460199,100.0640512,,,,,,,,103.645332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,59.100764,55.0062537,63.0545666,70.7338508,71.6964961,111.530339,,,,,,,,111.2099458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64.366435,59.0907403,70.4869343,,79.4948932,123.6628778,,,,,,,,118.8261957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,71.7834819,64.3907875,,,87.1623185,130.1420663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,76.3336183,72.6898454,,,102.1950089,142.9256057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,79.2828242,76.2079071,,,107.8436165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
