0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,12.317804,,5.6883211,,5.4099766,,6.267899,,21.7547238,,5.0049505,,26.1426319,,13.9774477,,3.4061994,,10.2363879
,27.1327298,,10.3379735,,9.9253942,,12.1679736,,30.8070467,,7.6373866,,32.2588147,,21.9447394,,7.8738392,,21.7697579
,43.3665044,,12.8722411,,15.0101175,,19.0509829,,36.2375671,,10.00492,,37.5583357,,35.8100701,,13.4404155,,32.6009397
,56.7686054,,15.7346223,,25.041952,,27.5661823,,63.7863641,,19.4860087,,52.2925067,,41.6426741,,22.9226396,,43.0506511
,71.1966078,,23.3013681,,33.4089383,,33.6160029,,74.1157364,,35.5182686,,57.7414378,,45.6594348,,27.1896906,,78.5991029
,85.3788063,,28.0011289,,40.8889817,,36.1841635,,88.0677072,,43.9188705,,62.2552997,,54.5582429,,36.6532892,,81.9993055
,95.4957389,,32.067339,,46.3560874,,41.9833471,,102.7815681,,60.2866556,,69.9566376,,60.4748475,,48.2210377,,88.814468
,99.2947471,,38.9868051,,50.1905316,,48.3496732,,131.3977943,,65.916902,,86.1869291,,66.5743989,,60.62021,,
,,,44.1669323,,55.7053492,,55.0990089,,135.1653592,,82.8327242,,,,85.9896374,,76.7352804,,
,,,48.7682832,,63.439462,,62.9791931,,,,89.3641648,,,,98.3881641,,,,
,,,54.7011639,,73.2713302,,63.8642145,,,,94.9164361,,,,110.8046453,,,,
,,,60.2320056,,,,69.9813564,,,,,,,,,,,,
,,,64.1823502,,,,78.7977488,,,,,,,,,,,,
,,,72.1813585,,,,86.7800038,,,,,,,,,,,,
,,,76.7504444,,,,123.7599669,,,,,,,,,,,,
,,,83.7335506,,,,131.8909025,,,,,,,,,,,,
,,,,,,,139.4590156,,,,,,,,,,,,
,,,,,,,143.1278568,,,,,,,,,,,,
